test_0000002|CDS|vtg3|GCF_024713975.1|NC_091095.1|11389133|11389350|-|218	train_1063765|CDS|vtg3|GCF_022379125.1|NC_061527.1|11376248|11376465|+|218	0.864	214	29	0	5	218	5	218	2.062E-67	255	218	218
test_0001221|CDS|cdhr1a|GCF_022379125.1|NC_061524.1|16012794|16012883|-|90	train_1130619|CDS|cdhr1a|GCF_024713975.1|NC_091106.1|14410134|14410223|-|90	0.877	90	11	0	1	90	1	90	2.448E-25	113	90	90
test_0001523|CDS|atad2b|GCF_000523025.1|NC_024313.1|8406405|8406716|-|312	train_1191520|CDS|atad2b|GCF_024713975.1|NC_091111.1|6984783|6985094|+|312	0.870	310	40	0	1	310	1	310	1.668E-104	378	312	312
test_0001811|CDS|psma3|GCF_024713975.1|NC_091104.1|3074940|3075022|-|83	train_1181731|CDS|psma3|GCF_022379125.1|NC_061529.1|343012|343094|-|83	0.915	83	7	0	1	83	1	83	1.090E-27	119	83	83
test_0002736|CDS|LOC118309112|GCF_022379125.1|NC_061520.1|14094956|14095095|+|140	train_0400772|CDS|LOC109629054|GCF_024713975.1|NC_091094.1|16954848|16954987|-|140	0.942	140	8	0	1	140	1	140	2.527E-58	216	140	140
test_0003041|CDS|hdc|GCF_024713975.1|NC_091093.1|24130090|24130156|-|67	train_0512922|CDS|hdc|GCF_022379125.1|NC_061518.1|7837308|7837374|-|67	0.910	67	6	0	1	67	1	67	3.051E-20	95	67	67
test_0042357|CDS|LOC118292467|GCF_022379125.1|NC_061536.1|3845307|3845424|-|118	train_1064750|CDS|LOC103394133|GCF_000523025.1|NC_024324.1|4834655|4834772|-|118	0.837	117	19	0	2	118	2	118	1.934E-28	126	118	118
test_0042705|CDS|pign|GCF_022379125.1|NC_061535.1|5649525|5649644|+|120	train_0566289|CDS|pign|GCF_024713975.1|NC_091109.1|7201215|7201334|+|120	0.900	120	12	0	1	120	1	120	1.207E-40	163	120	120
test_0044369|CDS|atp2c1|GCF_000523025.1|NC_024319.1|3454220|3454390|-|171	train_0928291|CDS|atp2c1|GCF_022379125.1|NC_061524.1|20225565|20225735|+|171	0.843	134	21	0	38	171	38	171	2.092E-34	148	171	171
test_0029683|CDS|vat1|GCF_000523025.1|NC_024323.1|9890782|9890871|+|90	train_0949891|CDS|vat1|GCF_022379125.1|NC_061531.1|17460998|17461087|+|90	0.908	87	8	0	2	88	2	88	3.867E-28	122	90	90
test_0030258|CDS|LOC118309570|GCF_022379125.1|NC_061520.1|12522839|12522957|+|119	train_0738061|CDS|LOC112488405|GCF_000523025.1|NC_024323.1|6175156|6175274|+|119	0.838	118	19	0	2	119	2	119	5.436E-29	128	119	119
test_0030841|CDS|lrfn5b|GCF_000523025.1|NC_024313.1|7738458|7738791|-|334	train_0244979|CDS|lrfn5b|GCF_022379125.1|NC_061532.1|7953298|7953631|-|334	0.855	333	48	0	2	334	2	334	9.769E-106	383	334	334
test_0031728|intron|dock6|GCF_024713975.1|NC_091097.1|10383440|10383619|-|180	train_0054478|intron|LOC118289408|GCF_022379125.1|NC_061531.1|14373693|14373878|+|186	0.743	186	46	0	1	180	1	186	2.292E-20	102	180	186
test_0032054|CDS|LOC103378794|GCF_000523025.1|NC_024311.1|5999224|5999577|-|354	train_0070518|CDS|LOC103394710|GCF_000523025.1|NC_024324.1|14834535|14834864|-|330	0.711	215	62	0	1	215	1	215	4.353E-22	109	354	330
test_0140420|CDS|anapc7|GCF_022379125.1|NC_061517.1|22679626|22679812|+|187	train_0622403|CDS|anapc7|GCF_024713975.1|NC_091096.1|23069901|23070087|-|187	0.930	187	13	0	1	187	1	187	8.103E-77	278	187	187
test_0140690|CDS|LOC103392065|GCF_000523025.1|NC_024322.1|10302705|10302789|-|85	train_0183217|CDS|nme9|GCF_022379125.1|NC_061528.1|12259526|12259610|+|85	0.850	80	12	0	4	83	4	83	4.802E-18	91	85	85
test_0141862|CDS|ecrg4a|GCF_000523025.1|NC_024322.1|3187136|3187285|-|150	train_1168496|CDS|ecrg4a|GCF_022379125.1|NC_061528.1|7513732|7513881|+|150	0.833	150	25	0	1	150	1	150	4.994E-38	158	150	150
test_0142516|CDS|nsun6|GCF_022379125.1|NC_061535.1|220586|220711|-|126	train_0753518|CDS|nsun6|GCF_000523025.1|NC_024309.1|14989889|14990014|-|126	0.865	126	17	0	1	126	1	126	2.208E-36	151	126	126
test_0153620|CDS|f2|GCF_024713975.1|NC_091116.1|14237900|14238067|-|168	train_1109667|CDS|LOC103389837|GCF_000523025.1|NC_024320.1|16167737|16167904|-|168	0.866	157	21	0	1	157	1	157	2.365E-47	189	168	168
test_0154583|CDS|LOC109642623|GCF_024713975.1|NC_091112.1|1095590|1095718|-|129	train_1061225|CDS|LOC118292254|GCF_022379125.1|NC_061536.1|14054366|14054494|+|129	0.899	129	13	0	1	129	1	129	3.796E-44	174	129	129
test_0001334|CDS|prss12|GCF_024713975.1|NC_091100.1|11044540|11044760|+|221	train_0194305|CDS|prss12|GCF_022379125.1|NC_061522.1|10572859|10573079|+|221	0.931	219	15	0	1	219	1	219	1.572E-91	327	221	221
test_0001664|intron|LOC118287619|GCF_022379125.1|NC_061530.1|19549836|19550344|-|509	train_0333642|intron|otog|GCF_022379125.1|NC_061518.1|1857480|1858029|-|550	0.961	335	13	0	95	429	181	515	1.579E-153	543	509	550
test_0111475|lncRNA_exon|LOC118318269|GCF_022379125.1|NC_061527.1|11556627|11556758|-|132	train_0016555|lncRNA_exon|LOC118318270|GCF_022379125.1|NC_061527.1|11556684|11556821|+|138	1.000	75	0	0	75	1	1	75	2.820E-31	136	132	138
test_0111808|CDS|nfic|GCF_022379125.1|NC_061527.1|24470359|24470529|+|171	train_1161049|CDS|nfic|GCF_024713975.1|NC_091095.1|25197746|25197916|-|171	0.953	171	8	0	1	171	1	171	7.287E-76	272	171	171
test_0112816|CDS|acacb|GCF_024713975.1|NC_091096.1|13465758|13465913|-|156	train_0463145|CDS|LOC103397308|GCF_000523025.1|NC_024328.1|139924|140079|+|156	0.888	153	17	0	3	155	3	155	2.645E-51	199	156	156
test_0113094|CDS|plcd4b|GCF_022379125.1|NC_061528.1|19592623|19592775|-|153	train_0593236|CDS|plcd4b|GCF_024713975.1|NC_091102.1|20661159|20661311|-|153	0.928	153	11	0	1	153	1	153	7.916E-61	226	153	153
test_0113732|CDS|coasy|GCF_022379125.1|NC_061530.1|14224235|14224332|+|98	train_0863495|CDS|coasy|GCF_000523025.1|NC_024314.1|1976007|1976104|+|98	0.840	88	14	0	11	98	11	98	1.938E-19	96	98	98
test_0046507|CDS|LOC109637528|GCF_024713975.1|NC_091115.1|16702724|16702870|+|147	train_0795426|CDS|LOC103382453|GCF_000523025.1|NC_024314.1|15402860|15403006|+|147	0.829	141	24	0	7	147	7	147	2.096E-34	147	147	147
test_0046803|CDS|svild|GCF_022379125.1|NC_061530.1|12475726|12475838|-|113	train_1012119|CDS|svild|GCF_000523025.1|NC_024314.1|223146|223258|-|113	0.817	104	19	0	10	113	10	113	3.738E-21	103	113	113
test_0047021|intron|LOC109645075|GCF_024713975.1|NC_091113.1|15887477|15887686|+|210	train_0716037|intron|LOC109627161|GCF_024713975.1|NC_091113.1|15960281|15960491|+|211	0.985	211	3	0	1	210	1	211	1.425E-105	363	210	211
test_0047284|CDS|LOC103393781|GCF_000523025.1|NC_024324.1|108368|108563|-|196	train_0016757|CDS|LOC118292255|GCF_022379125.1|NC_061536.1|14239212|14239407|-|196	0.831	196	33	0	1	196	1	196	6.370E-52	205	196	196
test_0047582|CDS|LOC109642081|GCF_024713975.1|NC_091102.1|256760|256911|+|152	train_0908411|CDS|ttn.1|GCF_022379125.1|NC_061528.1|413138|413289|-|152	0.907	152	14	0	1	152	1	152	1.614E-55	211	152	152
test_0048303|CDS|fzd6|GCF_022379125.1|NC_061515.1|3119159|3119307|-|149	train_0188953|CDS|fzd6|GCF_024713975.1|NC_091105.1|22866747|22866895|+|149	0.879	149	18	0	1	149	1	149	1.065E-47	188	149	149
test_0048690|CDS|ttc7b|GCF_024713975.1|NC_091104.1|21888969|21889132|-|164	train_0988398|CDS|ttc7b|GCF_022379125.1|NC_061529.1|17326297|17326460|+|164	0.926	164	12	0	1	164	1	164	1.942E-65	242	164	164
test_0023614|CDS|eif3g|GCF_022379125.1|NC_061531.1|14165014|14165060|+|47	train_0715408|CDS|eif3g|GCF_024713975.1|NC_091097.1|10600139|10600185|-|47	0.914	47	4	0	1	47	1	47	3.734E-12	68	47	47
